module	path	proposed_tier	confidence	source_markers	reusable_markers	public_declaration_count	direct_project_imports	required_action	proposed_canonical_family	cross_lane_dependency	rationale
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantMoment.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=10;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=10;public_declarations=10;definitional_declarations=5;doc_generality_refs=0;reusable_tier_imports=2	10	2	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 10 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 6 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability/Algorithms/TestMatrices/Higham28GinibreDimensionTwo.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=46;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=46;public_declarations=46;definitional_declarations=13;doc_generality_refs=0;reusable_tier_imports=3	46	3	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 46 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	NumStability/Algorithms/TestMatrices/Higham28GinibreExpectationGlue.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=2;doc_numbered_refs=2;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=2;public_declarations=2;definitional_declarations=0;doc_generality_refs=0;reusable_tier_imports=2	2	2	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 2 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability/Algorithms/TestMatrices/Higham28GinibreFiniteFormula.lean	source	high	name_locator=Higham28;name_process_word=;located_declarations=29;declarations=29;doc_numbered_refs=0;doc_higham_refs=4;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=29;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=3	29	3	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 29 of 29 public declarations carry a numbered locator or source process word (for example ch28gfMeasurableSpaceRSqMat). Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability/Algorithms/TestMatrices/Higham28GinibreGaussianBridge.lean	source	medium	name_locator=Higham28;name_process_word=Bridge;located_declarations=3;declarations=12;doc_numbered_refs=0;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=8;public_declarations=8;definitional_declarations=9;doc_generality_refs=0;reusable_tier_imports=1	8	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 8 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreIncidence.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=59;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=59;public_declarations=59;definitional_declarations=23;doc_generality_refs=0;reusable_tier_imports=1	59	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 59 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreIntegral.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=6;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=6;public_declarations=6;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=1	6	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 6 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	NumStability/Algorithms/TestMatrices/Higham28GinibreJointDensity.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=4;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=3;public_declarations=3;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	3	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 3 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	NumStability/Algorithms/TestMatrices/Higham28GinibreMeasure.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=11;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=11;public_declarations=11;definitional_declarations=3;doc_generality_refs=0;reusable_tier_imports=1	11	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 11 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 7 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	NumStability/Algorithms/TestMatrices/Higham28GinibreMultiplicity.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=4;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=4;public_declarations=4;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	4	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 4 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability/Algorithms/TestMatrices/Higham28GinibreOrthogonalFiber.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=3;declarations=90;doc_numbered_refs=3;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=73;public_declarations=76;definitional_declarations=31;doc_generality_refs=2;reusable_tier_imports=4	76	4	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 3 of 76 public declarations carry a numbered locator or source process word (for example lintegral_ginibreIncidence_gaussian_eq_corollary31Factor_mul_momentLIntegral). Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
